id,location,parent,parent_id
3390,Potenza,Italy,11591
3391,Bari,Italy,11591
3392,Turin,Italy,11591
3393,Aosta,Italy,11591
3394,Perugia,Italy,11591
3395,Como,Italy,11591
3396,Novara,Italy,11591
3397,Asti,Italy,11591
3398,Sassari,Italy,11591
3399,Olbia,Italy,11591
3400,Modena,Italy,11591
3401,Ferrara,Italy,11591
3402,Treviso,Italy,11591
3403,Udine,Italy,11591
3404,Bolzano,Italy,11591
3405,Bergamo,Italy,11591
3406,Salerno,Italy,11591
3407,Pescara,Italy,11591
3408,Arezzo,Italy,11591
3409,Siena,Italy,11591
3410,Livorno,Italy,11591
3411,Pisa,Italy,11591
3412,Catania,Italy,11591
3413,Messina,Italy,11591
3414,Ragusa,Italy,11591
3415,Siracusa,Italy,11591
3416,Reggio di Calabria,Italy,11591
3417,Vibo Valentia,Italy,11591
3418,Crotone,Italy,11591
3419,Foggia,Italy,11591
3420,Barletta,Italy,11591
3421,Taranto,Italy,11591
3422,Brindisi,Italy,11591
3423,Lecce,Italy,11591
3424,Benevento,Italy,11591
3425,Caserta,Italy,11591
3426,Port Morant,Jamaica,11747
3427,Black River,Jamaica,11747
3428,Falmouth,Jamaica,11747
3429,Lucea,Jamaica,11747
3430,May Pen,Jamaica,11747
3431,Montego Bay,Jamaica,11747
3432,Morant Bay,Jamaica,11747
3433,Port Antonio,Jamaica,11747
3434,Port Maria,Jamaica,11747
3435,St. Ann's Bay,Jamaica,11747
3436,Savanna-la-Mar,Jamaica,11747
3437,Spanish Town,Jamaica,11747
3438,Half Way Tree,Jamaica,11747
3439,Muroran,Japan,11695
3440,Iwaki,Japan,11695
3441,Sakata,Japan,11695
3442,Maizuru,Japan,11695
3443,Hamamatsu,Japan,11695
3444,Takaoka,Japan,11695
3445,Asahikawa,Japan,11695
3446,Tsuruoka,Japan,11695
3447,Otaru,Japan,11695
3448,Kawagoe,Japan,11695
3449,Hachioji,Japan,11695
3450,Hirosaki,Japan,11695
3451,Kure,Japan,11695
3452,Hachinohe,Japan,11695
3453,Matsumoto,Japan,11695
3454,Tokyo,Japan,11695
3455,Tomakomai,Japan,11695
3456,Obihiro,Japan,11695
3457,Nagaoka,Japan,11695
3458,Koriyama,Japan,11695
3459,Shimonoseki,Japan,11695
3460,Sasebo,Japan,11695
3461,Kanoya,Japan,11695
3462,Kitakyushu,Japan,11695
3463,Akita,Japan,11695
3464,Aomori,Japan,11695
3465,Chiba,Japan,11695
3466,Fukui,Japan,11695
3467,Fukuoka,Japan,11695
3468,Fukushima,Japan,11695
3469,Gifu,Japan,11695
3470,Hiroshima,Japan,11695
3471,Kagoshima,Japan,11695
3472,Kanazawa,Japan,11695
3473,Kobe,Japan,11695
3474,Kochi,Japan,11695
3475,Kofu,Japan,11695
3476,Kumamoto,Japan,11695
3477,Kyoto,Japan,11695
3478,Maebashi,Japan,11695
3479,Matsue,Japan,11695
3480,Matsuyama,Japan,11695
3481,Mito,Japan,11695
3482,Miyazaki,Japan,11695
3483,Morioka,Japan,11695
3484,Nagano,Japan,11695
3485,Nagasaki,Japan,11695
3486,Nagoya,Japan,11695
3487,Naha,Japan,11695
3488,Niigata,Japan,11695
3489,Oita,Japan,11695
3490,Okayama,Japan,11695
3491,Osaka,Japan,11695
3492,Otsu,Japan,11695
3493,Sapporo,Japan,11695
3494,Sendai,Japan,11695
3495,Shizuoka,Japan,11695
3496,Takamatsu,Japan,11695
3497,Tokushima,Japan,11695
3498,Tottori,Japan,11695
3499,Toyama,Japan,11695
3500,Tsu,Japan,11695
3501,Utsunomiya,Japan,11695
3502,Wakayama,Japan,11695
3503,Yamagata,Japan,11695
3504,Yamaguchi,Japan,11695
3505,Yokohama,Japan,11695
3506,Saitama,Japan,11695
3507,Saga,Japan,11695
3508,Kawasaki,Japan,11695
3509,Kushiro,Japan,11695
3510,Kitami,Japan,11695
3511,Hakodate,Japan,11695
3512,Saint Helier,Jersey,11666
3513,`Ajlun,Jordan,10649
3514,Amman,Jordan,10649
3515,Ma'an,Jordan,10649
3516,Al Aqabah,Jordan,10649
3517,Al Mafraq,Jordan,10649
3518,Irbid,Jordan,10649
3519,As Salt,Jordan,10649
3520,Jarash,Jordan,10649
3521,Az Zarqa,Jordan,10649
3522,Al Karak,Jordan,10649
3523,At Tafilah,Jordan,10649
3524,Madaba,Jordan,10649
3525,Maqat,Kazakhstan,11687
3526,Zhangaozen,Kazakhstan,11687
3527,Taraz,Kazakhstan,11687
3528,Oral,Kazakhstan,11687
3529,Balqash,Kazakhstan,11687
3530,Zaysan,Kazakhstan,11687
3531,Oytal,Kazakhstan,11687
3532,Zholymbet,Kazakhstan,11687
3533,Serebryansk,Kazakhstan,11687
3534,Chapaev,Kazakhstan,11687
3535,Ridder,Kazakhstan,11687
3536,Zhaltyr,Kazakhstan,11687
3537,Atbasar,Kazakhstan,11687
3538,Aqsay,Kazakhstan,11687
3539,Shemonaikha,Kazakhstan,11687
3540,Atasu,Kazakhstan,11687
3541,Rudny,Kazakhstan,11687
3542,Makhambet,Kazakhstan,11687
3543,Fort Shevchenko,Kazakhstan,11687
3544,Qusmuryn,Kazakhstan,11687
3545,Oktyabrsk,Kazakhstan,11687
3546,Khromtau,Kazakhstan,11687
3547,Algha,Kazakhstan,11687
3548,Embi,Kazakhstan,11687
3549,Ushtobe,Kazakhstan,11687
3550,Burylbaytal,Kazakhstan,11687
3551,Zhanibek,Kazakhstan,11687
3552,Esil,Kazakhstan,11687
3553,Derzhavinsk,Kazakhstan,11687
3554,Saryshaghan,Kazakhstan,11687
3555,Turgay,Kazakhstan,11687
3556,Sarqan,Kazakhstan,11687
3557,Arqalyq,Kazakhstan,11687
3558,Shalqar,Kazakhstan,11687
3559,Shieli,Kazakhstan,11687
3560,Bayghanin,Kazakhstan,11687
3561,Zhezqazghan,Kazakhstan,11687
3562,Mangyshlak,Kazakhstan,11687
3563,Zhosaly,Kazakhstan,11687
3564,Beyneu,Kazakhstan,11687
3565,Qazaly,Kazakhstan,11687
3566,Aral,Kazakhstan,11687
3567,Ayakoz,Kazakhstan,11687
3568,Urzhar,Kazakhstan,11687
3569,Qapshaghay,Kazakhstan,11687
3570,Esik,Kazakhstan,11687
3571,Qaratau,Kazakhstan,11687
3572,Sharbaqty,Kazakhstan,11687
3573,Oostanay,Kazakhstan,11687
3574,Kachiry,Kazakhstan,11687
3575,Kishkenekol,Kazakhstan,11687
3576,Bulaevo,Kazakhstan,11687
3577,Shonzhy,Kazakhstan,11687
3578,Qyzylorda,Kazakhstan,11687
3579,Qaraghandy,Kazakhstan,11687
3580,Ertis,Kazakhstan,11687
3581,Tayynsha,Kazakhstan,11687
3582,Qulan,Kazakhstan,11687
3583,Shu,Kazakhstan,11687
3584,Kentau,Kazakhstan,11687
3585,Oskemen,Kazakhstan,11687
3586,Aqtau,Kazakhstan,11687
3587,Taldyqorghan,Kazakhstan,11687
3588,Astana,Kazakhstan,11687
3589,Aqtobe,Kazakhstan,11687
3590,Kokshetau,Kazakhstan,11687
3591,Petropavlovsk,Kazakhstan,11687
3592,Pavlodar,Kazakhstan,11687
3593,Otar,Kazakhstan,11687
3594,Almaty,Kazakhstan,11687
3595,Bestobe,Kazakhstan,11687
3596,Arys,Kazakhstan,11687
3597,Lenger,Kazakhstan,11687
3598,Aqsu,Kazakhstan,11687
3599,Temirtau,Kazakhstan,11687
3600,Makinsk,Kazakhstan,11687
3601,Osakarovka,Kazakhstan,11687
3602,Qarqaraly,Kazakhstan,11687
3603,Ekibastuz,Kazakhstan,11687
3604,Zyryanovsk,Kazakhstan,11687
3605,Komsomolets,Kazakhstan,11687
3606,Baykonur,Kazakhstan,11687
3607,Erymentau,Kazakhstan,11687
3608,Qarazhal,Kazakhstan,11687
3609,Tobol,Kazakhstan,11687
3610,Shar,Kazakhstan,11687
3611,Semey,Kazakhstan,11687
3612,Boralday,Kazakhstan,11687
3613,Zhetiqara,Kazakhstan,11687
3614,Aqadyr,Kazakhstan,11687
3615,Zharkent,Kazakhstan,11687
3616,Qulsary,Kazakhstan,11687
3617,Balyqshy,Kazakhstan,11687
3618,Atyrau,Kazakhstan,11687
3619,Shymkent,Kazakhstan,11687
3620,Turkistan,Kazakhstan,11687
3621,Namanga,Kenya,11650
3622,Nairobi,Kenya,11650
3623,Moyale,Kenya,11650
3624,Kisumu,Kenya,11650
3625,Mombasa,Kenya,11650
3626,Nyeri,Kenya,11650
3627,Garissa,Kenya,11650
3628,Kakamega,Kenya,11650
3629,Nakuru,Kenya,11650
3630,Witu,Kenya,11650
3631,Embu,Kenya,11650
3632,Homa Bay,Kenya,11650
3633,Isiolo,Kenya,11650
3634,Iten,Kenya,11650
3635,Kabarnet,Kenya,11650
3636,Kajiado,Kenya,11650
3637,Kapenguria,Kenya,11650
3638,Kapsabet,Kenya,11650
3639,Kericho,Kenya,11650
3640,Kerugoya,Kenya,11650
3641,Kiambu,Kenya,11650
3642,Kilifi,Kenya,11650
3643,Kisii,Kenya,11650
3644,Kitale,Kenya,11650
3645,Kitui,Kenya,11650
3646,Kwale,Kenya,11650
3647,Lamu,Kenya,11650
3648,Lodwar,Kenya,11650
3649,Machakos,Kenya,11650
3650,Mandera,Kenya,11650
3651,Maralal,Kenya,11650
3652,Marsabit,Kenya,11650
3653,Meru,Kenya,11650
3654,Migori,Kenya,11650
3655,Murang'a,Kenya,11650
3656,Mwatate,Kenya,11650
3657,Narok,Kenya,11650
3658,Nyamira,Kenya,11650
3659,Ol Kalou,Kenya,11650
3660,Rumuruti,Kenya,11650
3661,Wajir,Kenya,11650
3662,Wote,Kenya,11650
3663,Kathwana,Kenya,11650
3664,Sotik Post,Kenya,11650
3665,Bungoma,Kenya,11650
3666,Eldoret,Kenya,11650
3667,Hola,Kenya,11650
3668,Karungu,Kenya,11650
3669,Siaya,Kenya,11650
3670,Naivasha,Kenya,11650
3671,Thika,Kenya,11650
3672,Konza,Kenya,11650
3673,Eldama Ravine,Kenya,11650
3674,Tsavo,Kenya,11650
3675,Voi,Kenya,11650
3676,Nanyuki,Kenya,11650
3677,Malindi,Kenya,11650
3678,Kendu Bay,Kenya,11650
3679,Mwingi,Kenya,11650
3680,Sotik,Kenya,11650
3681,Tarawa,Kiribati,11779
3682,Pyongsan,"Korea, North",11615
3683,Kimhyonggwon,"Korea, North",11615
3684,Chongju,"Korea, North",11615
3685,Ongjin,"Korea, North",11615
3686,Chongjin,"Korea, North",11615
3687,Chosan,"Korea, North",11615
3688,Changyon,"Korea, North",11615
3689,Hamhung,"Korea, North",11615
3690,Sunchon,"Korea, North",11615
3691,Kilchu,"Korea, North",11615
3692,Taedong,"Korea, North",11615
3693,Sariwon,"Korea, North",11615
3694,P'yongsong,"Korea, North",11615
3695,Wonsan,"Korea, North",11615
3696,Munchon,"Korea, North",11615
3697,Manpo,"Korea, North",11615
3698,Sinuiju,"Korea, North",11615
3699,Sin-Ni,"Korea, North",11615
3700,Musan,"Korea, North",11615
3701,Kaesong,"Korea, North",11615
3702,Kimchaek,"Korea, North",11615
3703,Hungnam,"Korea, North",11615
3704,Haeju,"Korea, North",11615
3705,Kanggye,"Korea, North",11615
3706,Hyeson,"Korea, North",11615
3707,Rajin,"Korea, North",11615
3708,Sonbong,"Korea, North",11615
3709,Pyongyang,"Korea, North",11615
3710,Nampo,"Korea, North",11615
3711,Gyeongju,"Korea, South",11732
3712,Iksan,"Korea, South",11732
3713,Songnam,"Korea, South",11732
3714,Ulsan,"Korea, South",11732
3715,Wonju,"Korea, South",11732
3716,Seoul,"Korea, South",11732
3717,Ansan,"Korea, South",11732
3718,Gunsan,"Korea, South",11732
3719,Jeju,"Korea, South",11732
3720,Busan,"Korea, South",11732
3721,Incheon,"Korea, South",11732
3722,Daegu,"Korea, South",11732
3723,Gwangju,"Korea, South",11732
3724,Daejeon,"Korea, South",11732
3725,Changwon,"Korea, South",11732
3726,Sokcho,"Korea, South",11732
3727,Eumseong,"Korea, South",11732
3728,Chuncheon,"Korea, South",11732
3729,Goyang,"Korea, South",11732
3730,Pohang,"Korea, South",11732
3731,Puch'on,"Korea, South",11732
3732,Cheongju,"Korea, South",11732
3733,Mokpo,"Korea, South",11732
3734,Yeosu,"Korea, South",11732
3735,Hongseong,"Korea, South",11732
3736,Muan,"Korea, South",11732
3737,Andong,"Korea, South",11732
3738,Suwon,"Korea, South",11732
3739,Sejong,"Korea, South",11732
3740,Gangneung,"Korea, South",11732
3741,Jeonju,"Korea, South",11732
3742,Malisheve,Kosovo,11771
3743,Prizren,Kosovo,11771
3744,Zubin Potok,Kosovo,11771
3745,Kamenice,Kosovo,11771
3746,Viti,Kosovo,11771
3747,Shterpce,Kosovo,11771
3748,Shtime,Kosovo,11771
3749,Vushtrri,Kosovo,11771
3750,Dragash,Kosovo,11771
3751,Podujeve,Kosovo,11771
3752,Fushe Kosove,Kosovo,11771
3753,Kacanik,Kosovo,11771
3754,Kline,Kosovo,11771
3755,Leposaviq,Kosovo,11771
3756,Peje,Kosovo,11771
3757,Rahovec,Kosovo,11771
3758,Gjilan,Kosovo,11771
3759,Lipjan,Kosovo,11771
3760,Obiliq,Kosovo,11771
3761,Gjakove,Kosovo,11771
3762,Pristina,Kosovo,11771
3763,Decan,Kosovo,11771
3764,Istog,Kosovo,11771
3765,Hani i Elezit,Kosovo,11771
3766,Junik,Kosovo,11771
3767,Kllokot,Kosovo,11771
3768,Mamushe,Kosovo,11771
3769,Partesh,Kosovo,11771
3770,Ranillug,Kosovo,11771
3771,Ferizaj,Kosovo,11771
3772,Zvecan,Kosovo,11771
3773,Suhareke,Kosovo,11771
3774,Gllogovc,Kosovo,11771
3775,Mitrovice,Kosovo,11771
3776,Skenderaj,Kosovo,11771
3777,Novoberde,Kosovo,11771
3778,Gracanice,Kosovo,11771
3779,Al Ahmadi,Kuwait,3781
3780,Al Jahra,Kuwait,3781
3781,Kuwait,Kuwait,-1
3782,Bishkek,Kyrgyzstan,11712
3783,Kara Balta,Kyrgyzstan,11712
3784,Cholpon Ata,Kyrgyzstan,11712
3785,Tash Komur,Kyrgyzstan,11712
3786,Karakol,Kyrgyzstan,11712
3787,At Bashy,Kyrgyzstan,11712
3788,Naryn,Kyrgyzstan,11712
3789,Jalal Abad,Kyrgyzstan,11712
3790,Kok Yangak,Kyrgyzstan,11712
3791,Toktogul,Kyrgyzstan,11712
3792,Talas,Kyrgyzstan,11712
3793,Osh,Kyrgyzstan,11712
3794,Balykchy,Kyrgyzstan,11712
3795,Tokmak,Kyrgyzstan,11712
3796,Batken,Kyrgyzstan,11712
3797,Xiangkhoang,Laos,11625
3798,Muang Phonsavan,Laos,11625
3799,Vientiane,Laos,11625
3800,Ban Houayxay,Laos,11625
3801,Muang Phon-Hong,Laos,11625
3802,Louang Namtha,Laos,11625
3803,Phongsali,Laos,11625
3804,Thakhek,Laos,11625
3805,Muang Pakxan,Laos,11625
3806,Louangphrabang,Laos,11625
3807,Xaignabouri,Laos,11625
3808,Savannakhet,Laos,11625
3809,Lamam,Laos,11625
3810,Pakxe,Laos,11625
3811,Attapu,Laos,11625
3812,Xam Nua,Laos,11625
3813,Muang Xai,Laos,11625
3814,Saravan,Laos,11625
3815,Champasak,Laos,11625
3816,Auce,Latvia,11599
3817,Daugavpils,Latvia,11599
3818,Jekabpils,Latvia,11599
3819,Salacgriva,Latvia,11599
3820,Ventspils,Latvia,11599
3821,Dundaga,Latvia,11599
3822,Jaunjelgava,Latvia,11599
3823,Nereta,Latvia,11599
3824,Alsunga,Latvia,11599
3825,Kuldiga,Latvia,11599
3826,Pavilosta,Latvia,11599
3827,Pinki,Latvia,11599
3828,Adazi,Latvia,11599
3829,Kandava,Latvia,11599
3830,Roja,Latvia,11599
3831,Carnikava,Latvia,11599
3832,Garkalne,Latvia,11599
3833,Saulkrasti,Latvia,11599
3834,Smarde,Latvia,11599
3835,Mersrags,Latvia,11599
3836,Talsi,Latvia,11599
3837,Jurmala,Latvia,11599
3838,Marupe,Latvia,11599
3839,Ulbroka,Latvia,11599
3840,Zilupe,Latvia,11599
3841,Ludza,Latvia,11599
3842,Dagda,Latvia,11599
3843,Baltinava,Latvia,11599
3844,Cibla,Latvia,11599
3845,Karsava,Latvia,11599
3846,Riga,Latvia,11599
3847,Kraslava,Latvia,11599
3848,Limbazi,Latvia,11599
3849,Preili,Latvia,11599
3850,Vecvarkava,Latvia,11599
3851,Ilukste,Latvia,11599
3852,Nica,Latvia,11599
3853,Bauska,Latvia,11599
3854,Vilaka,Latvia,11599
3855,Livani,Latvia,11599
3856,Aluksne,Latvia,11599
3857,Jaunpils,Latvia,11599
3858,Broceni,Latvia,11599
3859,Rugaji,Latvia,11599
3860,Riebini,Latvia,11599
3861,Vilani,Latvia,11599
3862,Varaklani,Latvia,11599
3863,Ape,Latvia,11599
3864,Madona,Latvia,11599
3865,Jaunpiebalga,Latvia,11599
3866,Lubana,Latvia,11599
3867,Gulbene,Latvia,11599
3868,Balvi,Latvia,11599
3869,Akniste,Latvia,11599
3870,Viesite,Latvia,11599
3871,Cesvaine,Latvia,11599
3872,Kegums,Latvia,11599
3873,Vecpiebalga,Latvia,11599
3874,Smiltene,Latvia,11599
3875,Drabesi,Latvia,11599
3876,Cesis,Latvia,11599
3877,Ergli,Latvia,11599
3878,Valka,Latvia,11599
3879,Grobina,Latvia,11599
3880,Strenci,Latvia,11599
3881,Murmuiza,Latvia,11599
3882,Mazsalaca,Latvia,11599
3883,Aloja,Latvia,11599
3884,Burtnieki,Latvia,11599
3885,Koknese,Latvia,11599
3886,Aizkraukle,Latvia,11599
3887,Skriveri,Latvia,11599
3888,Baldone,Latvia,11599
3889,Vecumnieki,Latvia,11599
3890,Sala,Latvia,11599
3891,Plavinas,Latvia,11599
3892,Liepaga,Latvia,11599
3893,Rujiena,Latvia,11599
3894,Naukseni,Latvia,11599
3895,Liegi,Latvia,11599
3896,Rauna,Latvia,11599
3897,Aizpute,Latvia,11599
3898,Koceni,Latvia,11599
3899,Valmiera,Latvia,11599
3900,Sigulda,Latvia,11599
3901,Priekuli,Latvia,11599
3902,Ogre,Latvia,11599
3903,Ragana,Latvia,11599
3904,Loja,Latvia,11599
3905,Ropazi,Latvia,11599
3906,Priekule,Latvia,11599
3907,Iecava,Latvia,11599
3908,Rucava,Latvia,11599
3909,Pilsrundale,Latvia,11599
3910,Salaspils,Latvia,11599
3911,Ikskile,Latvia,11599
3912,Lielvarde,Latvia,11599
3913,Incukalns,Latvia,11599
3914,Malpils,Latvia,11599
3915,Olaine,Latvia,11599
3916,Kekava,Latvia,11599
3917,Ligatne,Latvia,11599
3918,Stalbe,Latvia,11599
3919,Jelgava,Latvia,11599
3920,Skrunda,Latvia,11599
3921,Vainode,Latvia,11599
3922,Saldus,Latvia,11599
3923,Tukums,Latvia,11599
3924,Tervete,Latvia,11599
3925,Dobele,Latvia,11599
3926,Rezekne,Latvia,11599
3927,Aglona,Latvia,11599
3928,Ozolnieki,Latvia,11599
3929,Beirut,Lebanon,11200
3930,Zahle,Lebanon,11200
3931,Baalbek,Lebanon,11200
3932,B'abda,Lebanon,11200
3933,Halba,Lebanon,11200
3934,Saida,Lebanon,11200
3935,Nabatiye et Tahta,Lebanon,11200
3936,Trablous,Lebanon,11200
3937,Maseru,Lesotho,11621
3938,Mokhotlong,Lesotho,11621
3939,Thaba-Tseka,Lesotho,11621
3940,Moyeni,Lesotho,11621
3941,Qacha's Nek,Lesotho,11621
3942,Mafetang,Lesotho,11621
3943,Hlotse,Lesotho,11621
3944,Teyateyaneng,Lesotho,11621
3945,Mohales Hoek,Lesotho,11621
3946,Butha-Buthe,Lesotho,11621
3947,Bopolu,Liberia,2225
3948,Voinjama,Liberia,2225
3949,Robertsport,Liberia,2225
3950,Tubmanburg,Liberia,2225
3951,Buchanan,Liberia,2225
3952,Zwedru,Liberia,2225
3953,Barclayville,Liberia,2225
3954,Rivercess,Liberia,2225
3955,Fish Town,Liberia,2225
3956,Gbarnga,Liberia,2225
3957,Kakata,Liberia,2225
3958,Sanniquellie,Liberia,2225
3959,Bensonville,Liberia,2225
3960,Harper,Liberia,2225
3961,Tripoli,Libya,11692
3962,Al `Aziziyah,Libya,11692
3963,Zuwarah,Libya,11692
3964,Al Khums,Libya,11692
3965,As Sidr,Libya,11692
3966,Ghadamis,Libya,11692
3967,Dirj,Libya,11692
3968,Nalut,Libya,11692
3969,Umm al Abid,Libya,11692
3970,Sabha,Libya,11692
3971,Birak,Libya,11692
3972,Idri,Libya,11692
3973,Zillah,Libya,11692
3974,Hun,Libya,11692
3975,Az Zawiyah,Libya,11692
3976,Awjilah,Libya,11692
3977,El Agheila,Libya,11692
3978,Maradah,Libya,11692
3979,Ajdabiya,Libya,11692
3980,Darnah,Libya,11692
3981,Al Jaghbub,Libya,11692
3982,Mizdah,Libya,11692
3983,Gharyan,Libya,11692
3984,Tubruq,Libya,11692
3985,Shahhat,Libya,11692
3986,Tajarhi,Libya,11692
3987,Ghat,Libya,11692
3988,Tmassah,Libya,11692
3989,Marzuq,Libya,11692
3990,Al Marj,Libya,11692
3991,Surt,Libya,11692
3992,Bani Walid,Libya,11692
3993,Awbari,Libya,11692
3994,Al Jawf,Libya,11692
3995,Al Kufrah,Libya,11692
3996,Qaminis,Libya,11692
3997,Banghazi,Libya,11692
3998,Misratah,Libya,11692
3999,Gamprin,Liechtenstein,11677
4000,Triesenberg,Liechtenstein,11677
4001,Schaan,Liechtenstein,11677
4002,Ruggell,Liechtenstein,11677
4003,Mauren,Liechtenstein,11677
4004,Eschen,Liechtenstein,11677
4005,Triesen,Liechtenstein,11677
4006,Balzers,Liechtenstein,11677
4007,Vaduz,Liechtenstein,11677
4008,Planken,Liechtenstein,11677
4009,Schellenberg,Liechtenstein,11677
4010,Klaipeda,Lithuania,11664
4011,Palanga,Lithuania,11664
4012,Nida,Lithuania,11664
4013,Kretinga,Lithuania,11664
4014,Taurage,Lithuania,11664
4015,Silute,Lithuania,11664
4016,Rietavas,Lithuania,11664
4017,Plunge,Lithuania,11664
4018,Silale,Lithuania,11664
4019,Visaginas,Lithuania,11664
4020,Zarasai,Lithuania,11664
4021,Ignalina,Lithuania,11664
4022,Utena,Lithuania,11664
4023,Svencionys,Lithuania,11664
4024,Rokiskis,Lithuania,11664
4025,Moletai,Lithuania,11664
4026,Salcininkai,Lithuania,11664
4027,Vilnius,Lithuania,11664
4028,Kupiskis,Lithuania,11664
4029,Trakai,Lithuania,11664
4030,Birzai,Lithuania,11664
4031,Anyksciai,Lithuania,11664
4032,Telsiai,Lithuania,11664
4033,Kelme,Lithuania,11664
4034,Marijampole,Lithuania,11664
4035,Lazdijai,Lithuania,11664
4036,Sakiai,Lithuania,11664
4037,Radviliskis,Lithuania,11664
4038,Siauliai,Lithuania,11664
4039,Birstonas,Lithuania,11664
4040,Druskininkai,Lithuania,11664
4041,Kedainiai,Lithuania,11664
4042,Alytus,Lithuania,11664
4043,Prienai,Lithuania,11664
4044,Elektrenai,Lithuania,11664
4045,Kaunas,Lithuania,11664
4046,Jonava,Lithuania,11664
4047,Kaisiadorys,Lithuania,11664
4048,Panevezys,Lithuania,11664
4049,Joniskis,Lithuania,11664
4050,Kazlu Ruda,Lithuania,11664
4051,Vilkaviskis,Lithuania,11664
4052,Pasvalys,Lithuania,11664
4053,Pakruojis,Lithuania,11664
4054,Raseiniai,Lithuania,11664
4055,Pagegiai,Lithuania,11664
4056,Jurbarkas,Lithuania,11664
4057,Kalvarija,Lithuania,11664
4058,Sirvintos,Lithuania,11664
4059,Skuodas,Lithuania,11664
4060,Mazeikiai,Lithuania,11664
4061,Akmene,Lithuania,11664
4062,Ukmerge,Lithuania,11664
4063,Varena,Lithuania,11664
4064,Capellen,Luxembourg,4075
4065,Esch-sur-Alzette,Luxembourg,4075
4066,Remich,Luxembourg,4075
4067,Echternach,Luxembourg,4075
4068,Mersch,Luxembourg,4075
4069,Redange-sur-Attert,Luxembourg,4075
4070,Vianden,Luxembourg,4075
4071,Wiltz,Luxembourg,4075
4072,Clervaux,Luxembourg,4075
4073,Diekirch,Luxembourg,4075
4074,Grevenmacher,Luxembourg,4075
4075,Luxembourg,Luxembourg,-1
4076,Macau,Macau,-1
4077,Vevcani,Macedonia,10351
4078,Kocani,Macedonia,10351
4079,Staro Nagoricane,Macedonia,10351
4080,Radovis,Macedonia,10351
4081,Sopiste,Macedonia,10351
4082,Petrovec,Macedonia,10351
4083,Bosilovo,Macedonia,10351
4084,Zrnovci,Macedonia,10351
4085,Gradsko,Macedonia,10351
4086,Lipkovo,Macedonia,10351
4087,Lozovo,Macedonia,10351
4088,Plasnica,Macedonia,10351
4089,Aracinovo,Macedonia,10351
4090,Studenicani,Macedonia,10351
4091,Resen,Macedonia,10351
4092,Bogovinje,Macedonia,10351
4093,Vinica,Macedonia,10351
4094,Belcista,Macedonia,10351
4095,Mogila,Macedonia,10351
4096,Veles,Macedonia,10351
4097,Kavadarci,Macedonia,10351
4098,Kumanovo,Macedonia,10351
4099,Ohrid,Macedonia,10351
4100,Strumica,Macedonia,10351
4101,Makedonski Brod,Macedonia,10351
4102,Rostusa,Macedonia,10351
4103,Struga,Macedonia,10351
4104,Cucer-Sandevo,Macedonia,10351
4105,Novo Selo,Macedonia,10351
4106,Zelenikovo,Macedonia,10351
4107,Star Dojran,Macedonia,10351
4108,Skopje,Macedonia,10351
4109,Stip,Macedonia,10351
4110,Makedonska Kamenica,Macedonia,10351
4111,Ilinden,Macedonia,10351
4112,Demir Hisar,Macedonia,10351
4113,Zelino,Macedonia,10351
4114,Prilep,Macedonia,10351
4115,Bitola,Macedonia,10351
4116,Krivogastani,Macedonia,10351
4117,Krusevo,Macedonia,10351
4118,Vasilevo,Macedonia,10351
4119,Gostivar,Macedonia,10351
4120,Vrapciste,Macedonia,10351
4121,Novaci,Macedonia,10351
4122,Caska,Macedonia,10351
4123,Kratovo,Macedonia,10351
4124,Probistip,Macedonia,10351
4125,Debar,Macedonia,10351
4126,Centar Zupa,Macedonia,10351
4127,Rosoman,Macedonia,10351
4128,Jegunovce,Macedonia,10351
4129,Demir Kapija,Macedonia,10351
4130,Negotino,Macedonia,10351
4131,Konce,Macedonia,10351
4132,Dolneni,Macedonia,10351
4133,Sveti Nikole,Macedonia,10351
4134,Valandovo,Macedonia,10351
4135,Kicevo,Macedonia,10351
4136,Delcevo,Macedonia,10351
4137,Tetovo,Macedonia,10351
4138,Cesinovo,Macedonia,10351
4139,Karbinci,Macedonia,10351
4140,Tearce,Macedonia,10351
4141,Kriva Palanka,Macedonia,10351
4142,Rankovce,Macedonia,10351
4143,Pehcevo,Macedonia,10351
4144,Gevgelija,Macedonia,10351
4145,Bogdanci,Macedonia,10351
4146,Berovo,Macedonia,10351
4147,Brvenica,Macedonia,10351
4148,Antananarivo,Madagascar,11751
4149,Toamasina,Madagascar,11751
4150,Antalaha,Madagascar,11751
4151,Maroantsetra,Madagascar,11751
4152,Mandritsara,Madagascar,11751
4153,Besalampy,Madagascar,11751
4154,Marovoay,Madagascar,11751
4155,Andoany,Madagascar,11751
4156,Mahajanga,Madagascar,11751
4157,Ambanja,Madagascar,11751
4158,Antsiranana,Madagascar,11751
4159,Miandrivazo,Madagascar,11751
4160,Mananjary,Madagascar,11751
4161,Morombe,Madagascar,11751
4162,Toliara,Madagascar,11751
4163,Manja,Madagascar,11751
4164,Fianarantsoa,Madagascar,11751
4165,Androka,Madagascar,11751
4166,Bekiy,Madagascar,11751
4167,Antsirabe,Madagascar,11751
4168,Antsohihy,Madagascar,11751
4169,Maintirano,Madagascar,11751
4170,Ambatondrazaka,Madagascar,11751
4171,Farafangana,Madagascar,11751
4172,Ihosy,Madagascar,11751
4173,Morondava,Madagascar,11751
4174,Tolanaro,Madagascar,11751
4175,Sambava,Madagascar,11751
