name,birthcity,countryName,birthyear,gender,occupation,industry,domain,TotalPageViews,StdDevPageViews,PageViewsEnglish,AverageViews,bad_data,
Marco Polo,Republic of Venice,Italy,1254,Male,EXPLORER,EXPLORERS,EXPLORATION,17773989,57136.20782,7024566,139952.6693,,
Tom Kenny,Syracuse,UNITED STATES,1962,Male,ACTOR,FILM AND THEATRE,ARTS,5665075,48531.89221,5168452,217887.5,,
Maurice Merleau-Ponty,Rochefort,FRANCE,1908,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1909788,5877.27015,601543,51615.89189,,
Mahatma Gandhi,Porbandar,India,1869,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,44366012,298992.4818,12381740,321492.8406,,
Miyamoto Musashi,Other,Japan,1584,Male,WRITER,LANGUAGE,HUMANITIES,8565550,27763.76865,3765615,231501.3514,,
Miguel de Cervantes,Alcalá de Henares,SPAIN,1547,Male,WRITER,LANGUAGE,HUMANITIES,14409252,127591.7317,2610726,112572.2813,,
Maimonides,Córdoba,Spain,1135,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,4272875,12841.42402,2108370,74962.7193,,
Max Weber,Erfurt,Germany,1864,Male,SOCIOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,17464357,58085.47677,4767905,196228.7303,,
Max Horkheimer,Stuttgart,Germany,1895,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1438508,5098.767243,319888,35962.7,,
Philip Seymour Hoffman,Rochester,UNITED STATES,1967,Male,ACTOR,FILM AND THEATRE,ARTS,7419749,34220.82557,4652627,161298.8913,,
Mao Zedong,Shaoshan,China,1893,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,29051982,115691.9582,12630823,238131,,
Mikhail Kalashnikov,Kurya,Russia,1919,Male,ENGINEER,ENGINEERING,SCIENCE & TECHNOLOGY,4050698,69323.23723,1957077,79425.45098,,
Marshall McLuhan,Edmonton,CANADA,1911,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,4397402,13772.61101,2131153,118848.7027,,
Mr. T,Chicago,UNITED STATES,1952,Male,ACTOR,FILM AND THEATRE,ARTS,12141407,51514.5484,7516166,418669.2069,,
Moses,Wadi Tumilat,Egypt,-1391,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,21880195,83770.44422,8322104,190262.5652,,
Margaret Mead,Philadelphia,UNITED STATES,1901,Female,ANTHROPOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2880756,8339.402803,1830987,64016.8,,
Michael Palin,Ranmoor,United Kingdom,1943,Male,ACTOR,FILM AND THEATRE,ARTS,3928603,13182.64773,2838697,119048.5758,,
William H. Seward,Florida,UNITED STATES,1801,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1882487,18047.30563,1673287,67231.67857,,
Nancy Reagan,New York,UNITED STATES,1921,Female,ACTOR,FILM AND THEATRE,ARTS,5497356,29044.3641,4437221,148577.1892,,
Marc Bloch,Lyon,FRANCE,1886,Male,HISTORIAN,HISTORY,HUMANITIES,1085176,3447.321325,221693,29329.08108,,
Michael Ventris,Wheathampstead,UNITED KINGDOM,1922,Male,ARCHITECT,DESIGN,ARTS,271561,953.7507074,121390,10444.65385,,
Michael Faraday,Newington Butts,UNITED KINGDOM,1791,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,10305685,33971.73176,4379136,93688.04545,,
Marcus Vipsanius Agrippa,Other,Italy,-63,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,2314450,5527.362824,874280,49243.61702,,
David Schwimmer,New York,UNITED STATES,1966,Male,ACTOR,FILM AND THEATRE,ARTS,10422658,38303.64862,6747789,254211.1707,,
Gaius Maecenas,Arezzo,ITALY,-70,Male,PUBLIC WORKER,GOVERNMENT,INSTITUTIONS,1296154,4551.428504,182360,37032.97143,,
Marcus Claudius Tacitus,Terni,ITALY,200,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,513381,1995.687256,223944,10923,,
Margaret Thatcher,Grantham,UNITED KINGDOM,1925,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,37450537,772675.5399,21220284,390109.7604,,
Mary Wollstonecraft,Spitalfields,United Kingdom,1759,Female,WRITER,LANGUAGE,HUMANITIES,3289218,14386.75246,2212137,56710.65517,,
Max Planck,Kiel,Germany,1858,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,6995718,26213.99237,2522311,67919.59223,,
Madhuri Dixit,Mumbai,India,1967,Female,ACTOR,FILM AND THEATRE,ARTS,7440035,61127.09755,6864854,218824.5588,,
Maria Gaetana Agnesi,Milan,Italy,1718,Female,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,650249,2277.088397,275783,17111.81579,,
Marlon Brando,Omaha,UNITED STATES,1924,Male,ACTOR,FILM AND THEATRE,ARTS,25201124,90509.12011,13101056,252011.24,,
Nicole Richie,San Francisco-Bay Area,UNITED STATES,1981,Female,CELEBRITY,MEDIA PERSONALITY,PUBLIC FIGURE,9508728,33867.96526,6287890,365720.3077,,
Mario Botta,Mendrisio,SWITZERLAND,1943,Male,ARCHITECT,DESIGN,ARTS,845224,2637.089674,186844,31304.59259,,
Mark Antony,Rome,ITALY,-83,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,9040703,23111.43262,4499395,148208.2459,,
Marsilio Ficino,Figline Valdarno,ITALY,1433,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1026914,3365.914857,300113,27754.43243,,
Muhammad ibn Abd-al-Wahhab,Najd,Saudi Arabia,1703,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1524197,15034.90063,381340,56451.74074,,
Murad I,Bursa,Turkey,1319,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1108359,9375.655741,251268,19444.89474,,
Mehmed I,Bursa,TURKEY,1382,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,841117,7713.080384,168616,17165.65306,,
Murad II,Amasya,Turkey,1404,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1484817,9657.866035,262126,26514.58929,,
Murad III,Bozdağan,Azerbaijan,1546,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1623474,23120.15097,256281,30064.33333,,
Mehmed III,Manisa,TURKEY,1566,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1412950,16731.77652,190684,29436.45833,,
Mustafa I,Manisa,Turkey,1591,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1485479,14916.89436,186864,32293.02174,,
Murad IV,Istanbul,Turkey,1612,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1097338,12524.57618,221778,23347.61702,,
Mike Oldfield,Reading,UNITED KINGDOM,1953,Male,MUSICIAN,MUSIC,ARTS,5907532,17789.78061,2243376,140655.5238,,
Morihei Ueshiba,Tanabe,JAPAN,1883,Male,MARTIAL ARTS,INDIVIDUAL SPORTS,SPORTS,1706744,4898.644765,637419,38789.63636,,
Martin Luther King,116,GA,North America,1929,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,12.71650274,140503.6478,27978188,28.68771222,
M. C. Escher,Leeuwarden,NETHERLANDS,1898,Male,ARTIST,FINE ARTS,ARTS,9460545,41087.25829,5383131,181933.5577,,
Marcus Aurelius,Rome,ITALY,121,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11839877,33523.26776,5126296,162190.0959,,
Marina Tsvetaeva,Moscow,Russia,1892,Female,WRITER,LANGUAGE,HUMANITIES,740807,3000.105639,249190,18068.46341,,
Miranda Richardson,Southport,UNITED KINGDOM,1958,Female,ACTOR,FILM AND THEATRE,ARTS,3759825,14949.8758,2652309,121284.6774,,
Jon Favreau,New York,UNITED STATES,1966,Male,ACTOR,FILM AND THEATRE,ARTS,5898233,36672.91929,4799076,210651.1786,,
Hank Azaria,New York,United States,1964,Male,ACTOR,FILM AND THEATRE,ARTS,6887301,26471.43533,5180462,208706.0909,,
Mehmet Ali Ağca,Other,Turkey,1958,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,2236689,22679.35051,664056,52016.02326,,
Mohammad Najibullah,Gardez,AFGHANISTAN,1947,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,984299,4946.014328,628119,30759.34375,,
Mary Cassatt,Allegheny,UNITED STATES,1844,Female,ARTIST,FINE ARTS,ARTS,4095280,207729.5768,2386559,83577.14286,,
Hayao Miyazaki,Bunkyō,JAPAN,1941,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,23187514,97081.10736,10278215,414062.75,,
Martin of Tours,Savaria,Hungary,316,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2777619,44785.57679,556817,49600.33929,,
Michael Schumacher,Hürth,Germany,1969,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,18467043,168861.6004,6761866,202934.5385,,
Michael Mann,Chicago,UNITED STATES,1943,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1054710,4834.160742,26266,36369.31034,,
Marie Curie,Warsaw,POLAND,1867,Female,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,30874600,520469.5964,10328136,237496.9231,,
Marcello Malpighi,Crevalcore,ITALY,1628,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,779436,4451.66906,186214,22269.6,,
Martin Gardner,Tulsa,UNITED STATES,1914,Male,WRITER,LANGUAGE,HUMANITIES,1109806,9474.775403,628906,31708.74286,,
David Caruso,New York,United States,1956,Male,ACTOR,FILM AND THEATRE,ARTS,5122877,15601.77354,2729926,170762.5667,,
Telly Savalas,Long Island,United States,1922,Male,ACTOR,FILM AND THEATRE,ARTS,4086161,15039.89735,2541125,123823.0606,,
Mohamed Atta,Kafr Elsheikh,Egypt,1968,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,3177577,34852.13035,1834535,109571.6207,,
Maria Fyodorovna,Copenhagen,DENMARK,1847,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,668478,4756.798289,76233,21563.80645,,
Mary Robinson,Ballina,Ireland,1944,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,1181101,4838.06304,833471,28807.34146,,
Morgan Freeman,Memphis,UNITED STATES,1937,Male,ACTOR,FILM AND THEATRE,ARTS,28543488,304843.5326,17129218,432477.0909,,
Mieszko II Lambert,Other,Unknown,990,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,866987,4290.753819,86682,27093.34375,,
Mieszko I of Poland,Other,Unknown,930,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2620063,13787.44867,233890,60931.69767,,
Mary I of Scotland,West Lothian,United Kingdom,1542,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,5180936,19649.94356,194477,94198.83636,,
Macbeth of Scotland,Scotland,UNITED KINGDOM,1005,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,323862,1232.466675,937,10447.16129,,
Martin Bormann,Wegeleben,GERMANY,1900,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,5897867,17163.63271,2263253,128214.5,,
Macrinus,Cherchell,Algeria,165,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,993642,3261.769483,330562,19872.84,,
Martin Waldseemüller,Freiburg im Breisgau,GERMANY,1470,Male,GEOGRAPHER,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,708122,4390.62146,246926,18634.78947,,
Mary of Hungary,Brussels,Belgium,1371,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,170155,607.8998911,380,5867.413793,,
Michael Atiyah,Hampstead,UNITED KINGDOM,1929,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,477432,1398.429148,298115,15401.03226,,
Mary II of England,London,United Kingdom,1662,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,2097286,5596.74187,1378787,39571.43396,,
Mary I of England,London,United Kingdom,1516,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,17081710,46451.65992,11428892,280028.0328,,
Moctezuma II,Tenochtitlan,Mexico,1466,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3636304,17046.28727,1525363,75756.33333,,
Michael Crichton,Chicago,UNITED STATES,1942,Male,WRITER,LANGUAGE,HUMANITIES,7368921,88112.34152,5114968,156785.5532,,
Menachem Begin,Brest,BELARUS,1913,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3267872,15194.15635,1409690,58354.85714,,
Mary Magdalene,Magdala,Israel,1,Female,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,13657412,54415.34625,5694713,210114.0308,,
Malcolm X,Omaha,United States,1925,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,25768520,103676.6942,16544364,368121.7143,,
Margaret Mitchell,Atlanta,UNITED STATES,1900,Female,WRITER,LANGUAGE,HUMANITIES,1821555,6686.012332,1116165,37949.0625,,
Mohammed Zahir Shah,Kabul,AFGHANISTAN,1915,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1018231,4136.442702,567052,27519.75676,,
Malcolm III of Scotland,Scotland,UNITED KINGDOM,1031,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,728794,3657.585001,563168,28030.53846,,
Mathias Rust,Wedel,Germany,1968,Male,PILOT,MILITARY,INSTITUTIONS,1414166,19504.64299,557253,50505.92857,,
Mikhail Gorbachev,Stavropol,Russia,1931,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,16776035,70957.56999,7657944,167760.35,,
Marcel Proust,Auteuil-Neuilly-Passy,France,1871,Male,WRITER,LANGUAGE,HUMANITIES,8846261,21393.62681,2940511,94109.15957,,
Michelangelo,Caprese Michelangelo,ITALY,1475,Male,PAINTER,FINE ARTS,ARTS,39992803,136936.9104,14430613,253119.0063,,
Meat Loaf,Dallas,UNITED STATES,1947,Male,SINGER,MUSIC,ARTS,9993547,36144.74343,7101425,322372.4839,,
Candice Bergen,Los Angeles,UNITED STATES,1946,Female,ACTOR,FILM AND THEATRE,ARTS,3891540,14440.38641,2743596,105176.7568,,
Kristanna Loken,Ghent,UNITED STATES,1979,Female,ACTOR,FILM AND THEATRE,ARTS,5658198,18835.61617,3254203,166417.5882,,
Niels Henrik David Bohr,Copenhagen,DENMARK,1885,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,17087845,770905.9133,6916313,170878.45,,
Neil Armstrong,Auglaize County,United States,1930,Male,ASTRONAUT,EXPLORERS,EXPLORATION,27740982,455622.6399,15381770,229264.314,,
Nasreddin,Konya,Turkey,1208,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,2832489,16381.09005,485051,59010.1875,,
Niccolò Machiavelli,Florence,ITALY,1469,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,22390820,86076.6625,7778519,211234.1509,,
Neville Chamberlain,Birmingham,UNITED KINGDOM,1869,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,4863252,24328.08926,3323990,85320.21053,,
Niklas Luhmann,Lüneburg,Germany,1927,Male,SOCIOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,1970676,5086.675259,342517,67954.34483,,
Nikola Tesla,Smiljan,Croatia,1856,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,42369769,684400.2446,19887570,381709.6306,,
Nicole Kidman,Honolulu,UNITED STATES,1967,Female,ACTOR,FILM AND THEATRE,ARTS,25399016,109082.0423,12594881,317487.7,,
Niccolò Paganini,Genoa,ITALY,1782,Male,MUSICIAN,MUSIC,ARTS,5298435,17537.04857,1661155,82788.04688,,
Noam Chomsky,Philadelphia,United States,1928,Male,LINGUIST,LANGUAGE,HUMANITIES,15758813,55563.34083,8814415,162461.9897,,
Niels Henrik Abel,Finnoy,Norway,1802,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,1199229,3041.045761,378971,20676.36207,,
Nostradamus,Saint-Rémy-de-Provence,France,1503,Male,WRITER,LANGUAGE,HUMANITIES,22719309,158376.4606,9239896,307017.6892,,
Noah Webster,West Hartford,UNITED STATES,1758,Male,LINGUIST,LANGUAGE,HUMANITIES,1215754,5005.334599,999697,39217.87097,,
Nicolas Louis de Lacaille,Rumigny,France,1713,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,219656,918.638534,55907,5936.648649,,
Nero,Anzio,ITALY,37,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,18309769,46863.83217,8410071,231769.2278,,
Sir Norman Foster,Reddish,United Kingdom,1935,Male,ARCHITECT,DESIGN,ARTS,2000739,7020.763108,147312,42568.91489,,
Niklaus Wirth,Winterthur,SWITZERLAND,1934,Male,COMPUTER SCIENTIST,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,756815,1610.948511,353407,21623.28571,,
Nancy Sinatra,Jersey City,UNITED STATES,1940,Female,SINGER,MUSIC,ARTS,5970223,30726.4939,3545470,192587.8387,,
Tori Amos,Boston,United States,1963,Female,SINGER,MUSIC,ARTS,5847301,20176.86002,3944554,153876.3421,,
Nastassja Kinski,Berlin,Germany,1961,Female,ACTOR,FILM AND THEATRE,ARTS,6289788,49995.57327,3119790,174716.3333,,
Naguib Mahfouz,Cairo,EGYPT,1911,Male,WRITER,LANGUAGE,HUMANITIES,3948187,35260.57662,808160,43868.74444,,
Neil Gaiman,Portchester,UNITED KINGDOM,1960,Male,WRITER,LANGUAGE,HUMANITIES,6685734,29967.17547,4875566,196639.2353,,
Naomi Klein,Montreal,CANADA,1970,Female,WRITER,LANGUAGE,HUMANITIES,2313538,7880.149646,1278590,77117.93333,,
Nikolai Bukharin,Moscow,Russia,1888,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1161663,4244.342679,519258,30570.07895,,
Niccolò Fontana Tartaglia,Brescia,ITALY,1499,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,550794,2918.543838,100620,14886.32432,,
Nagarjuna,Other,India,150,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1758764,4818.845252,938278,35175.28,,
Orson Welles,Kenosha,UNITED STATES,1915,Male,ACTOR,FILM AND THEATRE,ARTS,12833460,33607.54769,7813003,194446.3636,,
Otto Dix,Gera,Germany,1891,Male,ARTIST,FINE ARTS,ARTS,3830279,29168.72878,885162,106396.6389,,
Oliver Cromwell,Huntingdon,United Kingdom,1599,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,12635265,39048.98076,7461857,180503.7857,,
Otto von Bismarck,Schönhausen,Germany,1815,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,15484912,53002.6758,5174810,143378.8148,,
Ole Rømer,Aarhus,DENMARK,1644,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,691588,2336.25125,201883,13299.76923,,
Osama bin Laden,Riyadh,SAUDI ARABIA,1957,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,45515336,1717072.345,25949800,370043.3821,,
Otho,Viterbo,ITALY,32,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1391145,3362.758841,542436,24841.875,,
Osman I,Söğüt,Turkey,1258,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2630493,16738.06089,676779,43122.83607,,
Orhan I,Marmara,Turkey,1281,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1163512,8206.849239,50281,21154.76364,,
Osman II,Istanbul,TURKEY,1604,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1280620,10353.36197,134818,26679.58333,,
Oscar Peterson,Montreal,CANADA,1925,Male,MUSICIAN,MUSIC,ARTS,1837993,5047.547889,975899,47128.02564,,
Oswald Spengler,Blankenburg (Harz),GERMANY,1880,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1493327,4032.697716,560059,31772.91489,,
Oscar Wilde,Dublin,IRELAND,1854,Male,WRITER,LANGUAGE,HUMANITIES,27541340,78525.41071,12457022,275413.4,,
Oda Nobunaga,Nagoya,JAPAN,1534,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,15338264,53477.64411,2599318,313025.7959,,
Origen,Egypt,Egypt,182,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,2881851,8357.885103,1378851,58813.28571,,
Otto Jespersen,Randers,Denmark,1860,Male,LINGUIST,LANGUAGE,HUMANITIES,286093,873.5589243,120830,9536.433333,,
Otto IV,37,,Europe,1175,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11.97688428,984.403922,209901,24.34126384,
Olga of Kiev,Pskov,Russia,879,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,536002,6967.658297,290755,14486.54054,,
Oliver Heaviside,Camden Town,United Kingdom,1850,Male,ENGINEER,ENGINEERING,SCIENCE & TECHNOLOGY,592138,1772.831659,338005,16448.27778,,
Plato,Athens,Greece,-427,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,46812003,141928.3361,13495410,329661.993,,
Paul Cohen,Long Branch,United States,1934,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,140165,498.5676426,12228,5191.296296,,
Patti Smith,Chicago,UNITED STATES,1946,Female,SINGER,MUSIC,ARTS,8611433,40774.31801,4493777,205034.119,,
Philip K. Dick,Chicago,UNITED STATES,1928,Male,WRITER,LANGUAGE,HUMANITIES,6911707,25534.60752,3726602,143993.8958,,
Penélope Cruz,Alcobendas,SPAIN,1974,Female,ACTOR,FILM AND THEATRE,ARTS,24476969,160171.0646,11767114,326359.5867,,
Paul Ehrlich,Strzelin,Poland,1854,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,1550626,4728.763049,702220,30404.43137,,
Pamela Anderson,Ladysmith,CANADA,1967,Female,ACTOR,FILM AND THEATRE,ARTS,19552713,53483.37794,11316913,320536.2787,,
Paul Robeson,Princeton,UNITED STATES,1898,Male,SINGER,MUSIC,ARTS,2540311,9347.683101,2217999,84677.03333,,
Pythagoras,Samos Island,Greece,-570,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,26168219,94420.23237,6991724,229545.7807,,
Patrick Rafter,Mount Isa,AUSTRALIA,1972,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1681288,14457.70412,966574,45440.21622,,
Carrie Fisher,Los Angeles,UNITED STATES,1956,Female,ACTOR,FILM AND THEATRE,ARTS,11739882,68183.24835,8115021,404823.5172,,
Piri Reis,Gelibolu,TURKEY,1465,Male,GEOGRAPHER,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,1642128,25580.93551,503219,48297.88235,,
Paul Allen,Seattle,UNITED STATES,1953,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,6958864,23095.78406,4400546,136448.3137,,
Pytheas,Marseille,France,-380,Male,EXPLORER,EXPLORERS,EXPLORATION,693417,2463.744671,299957,17335.425,,
Paul Valéry,Sète,France,1871,Male,WRITER,LANGUAGE,HUMANITIES,2035738,4615.746826,437772,53572.05263,,
Parmenides,Velia,Italy,-510,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,4554554,23451.4751,974781,78526.7931,,
Procopius,Caesarea,ISRAEL,500,Male,HISTORIAN,HISTORY,HUMANITIES,889338,3116.606398,406707,21174.71429,,
Pierre Teilhard de Chardin,Orcines,France,1881,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,2058456,5899.666328,872403,51461.4,,
Pachomius,Thebes,Egypt,292,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,233532,1510.950639,27524,8649.333333,,
Poul Anderson,Bristol,United States,1926,Male,WRITER,LANGUAGE,HUMANITIES,891283,2221.084847,516186,27852.59375,,
Peter Singer,Melbourne,AUSTRALIA,1946,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3294784,10140.21383,2074054,99841.93939,,
Thomas Pynchon,Long Island,UNITED STATES,1937,Male,WRITER,LANGUAGE,HUMANITIES,3794986,10665.88033,2475608,92560.63415,,
Petrarch,Arezzo,ITALY,1304,Male,WRITER,LANGUAGE,HUMANITIES,7824106,31418.34137,2233527,101611.7662,,
Paul the Deacon,Friuli,Italy,720,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,372756,1123.927044,87563,11648.625,,
Pope Linus,Volterra,ITALY,1,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1010209,11561.79369,529223,15077.74627,,
Paul Keating,Sydney,Australia,1944,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1085798,7275.05671,936852,35025.74194,,
Pope Alexander IV,Jenne,ITALY,1199,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,356888,1936.962171,163832,7283.428571,,
Pope Alexander VII,Siena,ITALY,1599,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,909568,6707.269178,274144,15416.40678,,
Pope Alexander VIII,Venice,Italy,1610,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,691559,6499.496407,209538,12132.61404,,
Pope Alexander VI,Xàtiva,Spain,1431,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,10431672,117394.8577,4562363,171011.0164,,
Pope Alexander II,Milan,ITALY,1000,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,313643,1709.016487,165112,6534.229167,,
Pope Alexander III,Siena,ITALY,1100,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,476045,2373.870843,244443,8815.648148,,
Pope Alexander I,Rome,ITALY,50,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,480076,3940.780433,223591,7501.1875,,
Pope Leo III,Rome,ITALY,750,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,648230,2810.763452,346951,10803.83333,,
Pope Adrian I,Rome,ITALY,700,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,531083,3736.750039,153761,10020.43396,,
Pope John Paul II,Wadowice,POLAND,1920,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,38369456,480923.0148,10548169,348813.2364,,
Pope John XXIII,Sotto il Monte Giovanni XXIII,ITALY,1881,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,7976026,108853.9189,2499394,102256.7436,,
Pope Pius XII,Rome,ITALY,1876,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,6888100,79734.40318,2293518,90632.89474,,
Pope John II,Rome,ITALY,470,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,305184,2677.871045,149266,6103.68,,
Pope Agapetus I,Rome,ITALY,500,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,428044,2731.317406,106191,8076.301887,,
Pope Agatho,Sicily,ITALY,577,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,314316,3125.5163,150994,6286.32,,
Pope-elect Stephen,Sicily,Italy,700,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,202767,2547.944236,136363,6336.46875,,
Pope Stephen II,Rome,Italy,715,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,383290,3254.096572,153342,8155.106383,,
Pope Adrian II,Rome,ITALY,792,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,394318,2632.712924,100466,8389.744681,,
Pope Adrian III,Rome,ITALY,800,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,352918,2481.491136,93096,7202.408163,,
Pope Agapetus II,Rome,ITALY,900,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,332901,2415.328212,85809,7083,,
Pope Adrian IV,Abbots Langley,UNITED KINGDOM,1100,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,808758,7003.523868,382982,14704.69091,,
Pope Adrian V,Genoa,ITALY,1205,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,444320,3987.82118,136651,9659.130435,,
